passenger-carry, t = 0, b = 263, origin = 1, dest = 2, val = 1.0
passenger-carry, t = 36, b = 49, origin = 3, dest = 1, val = 0.13583325663642926
passenger-carry, t = 36, b = 51, origin = 3, dest = 1, val = 0.19014321394514225
passenger-carry, t = 36, b = 55, origin = 3, dest = 1, val = 0.28252253285358575
passenger-carry, t = 36, b = 65, origin = 3, dest = 1, val = 0.2123217703742192
passenger-carry, t = 36, b = 85, origin = 3, dest = 1, val = 0.13510268341183493
passenger-carry, t = 36, b = 103, origin = 3, dest = 1, val = 0.22658800359291675
passenger-carry, t = 36, b = 105, origin = 1, dest = 1, val = 0.19484694308986594
passenger-carry, t = 36, b = 105, origin = 3, dest = 0, val = 0.16068988771766762
passenger-carry, t = 36, b = 105, origin = 3, dest = 1, val = 0.365765995188245
passenger-carry, t = 36, b = 109, origin = 3, dest = 0, val = 0.19985171256130982
passenger-carry, t = 36, b = 111, origin = 3, dest = 0, val = 0.19963786003685935
passenger-carry, t = 36, b = 117, origin = 3, dest = 0, val = 0.12303848091243044
passenger-carry, t = 36, b = 117, origin = 3, dest = 1, val = 0.2326782492634976
passenger-carry, t = 36, b = 123, origin = 3, dest = 0, val = 0.10705128869845984
passenger-carry, t = 36, b = 149, origin = 3, dest = 0, val = 0.11730952346914039
passenger-carry, t = 37, b = 27, origin = 3, dest = 1, val = 0.27526518593312627
passenger-carry, t = 37, b = 43, origin = 3, dest = 1, val = 0.22597623601794584
passenger-carry, t = 37, b = 45, origin = 3, dest = 1, val = 0.24910935421585806
passenger-carry, t = 37, b = 51, origin = 3, dest = 1, val = 0.2253577034522866
passenger-carry, t = 37, b = 53, origin = 0, dest = 0, val = 0.17183438712816046
passenger-carry, t = 37, b = 61, origin = 3, dest = 1, val = 0.29456585206723235
passenger-carry, t = 37, b = 63, origin = 3, dest = 1, val = 0.15630438764523322
passenger-carry, t = 37, b = 67, origin = 2, dest = 1, val = 0.13842378753081847
passenger-carry, t = 37, b = 71, origin = 3, dest = 1, val = 0.24424631827818644
passenger-carry, t = 37, b = 73, origin = 3, dest = 1, val = 0.10015535175194945
passenger-carry, t = 37, b = 79, origin = 2, dest = 1, val = 0.17905612603071147
passenger-carry, t = 37, b = 79, origin = 3, dest = 1, val = 0.22774611999348493
passenger-carry, t = 37, b = 81, origin = 2, dest = 1, val = 0.10867810231516661
passenger-carry, t = 37, b = 87, origin = 0, dest = 0, val = 0.10635049570221908
passenger-carry, t = 37, b = 89, origin = 2, dest = 1, val = 0.5343534171658088
passenger-carry, t = 37, b = 97, origin = 3, dest = 1, val = 0.16817367108921855
passenger-carry, t = 37, b = 101, origin = 3, dest = 1, val = 0.13269361952449155
passenger-carry, t = 37, b = 109, origin = 0, dest = 0, val = 0.14743896297176595
passenger-carry, t = 37, b = 119, origin = 2, dest = 1, val = 0.20116208936004698
passenger-carry, t = 37, b = 135, origin = 2, dest = 1, val = 0.23825971688951572
passenger-carry, t = 37, b = 135, origin = 3, dest = 1, val = 0.1531124803950936
passenger-carry, t = 37, b = 139, origin = 3, dest = 1, val = 0.15021912188209893
passenger-carry, t = 37, b = 193, origin = 2, dest = 0, val = 0.11835004896124632
passenger-carry, t = 38, b = 41, origin = 2, dest = 1, val = 0.28252253285358575
passenger-carry, t = 38, b = 69, origin = 3, dest = 1, val = 0.14458842346654333
passenger-carry, t = 38, b = 71, origin = 2, dest = 1, val = 0.13510268341183493
passenger-carry, t = 38, b = 89, origin = 2, dest = 0, val = 0.22658800359291675
passenger-carry, t = 38, b = 91, origin = 2, dest = 0, val = 0.365765995188245
passenger-carry, t = 38, b = 95, origin = 0, dest = 0, val = 0.17589176391210806
passenger-carry, t = 38, b = 97, origin = 2, dest = 0, val = 0.19484694308986594
passenger-carry, t = 38, b = 103, origin = 0, dest = 0, val = 0.14743896297176595
passenger-carry, t = 38, b = 103, origin = 2, dest = 1, val = 0.2326782492634976
passenger-carry, t = 38, b = 183, origin = 2, dest = 1, val = 0.20739181237624787
passenger-carry, t = 39, b = 13, origin = 3, dest = 1, val = 0.27526518593312627
passenger-carry, t = 39, b = 15, origin = 2, dest = 1, val = 0.10368534121666717
passenger-carry, t = 39, b = 27, origin = 2, dest = 1, val = 0.1540999738989096
passenger-carry, t = 39, b = 29, origin = 2, dest = 1, val = 0.22597623601794584
passenger-carry, t = 39, b = 31, origin = 3, dest = 1, val = 0.24910935421585806
passenger-carry, t = 39, b = 35, origin = 2, dest = 1, val = 0.13583325663642926
passenger-carry, t = 39, b = 37, origin = 3, dest = 1, val = 0.41550091739742884
passenger-carry, t = 39, b = 49, origin = 3, dest = 1, val = 0.15630438764523322
passenger-carry, t = 39, b = 51, origin = 2, dest = 1, val = 0.2123217703742192
passenger-carry, t = 39, b = 55, origin = 2, dest = 1, val = 0.2739976337032979
passenger-carry, t = 39, b = 57, origin = 3, dest = 1, val = 0.24424631827818644
passenger-carry, t = 39, b = 59, origin = 3, dest = 1, val = 0.10015535175194945
passenger-carry, t = 39, b = 65, origin = 2, dest = 1, val = 0.22774611999348493
passenger-carry, t = 39, b = 67, origin = 3, dest = 1, val = 0.17905612603071147
passenger-carry, t = 39, b = 69, origin = 3, dest = 1, val = 0.10867810231516661
passenger-carry, t = 39, b = 77, origin = 2, dest = 1, val = 0.20857035984797756
passenger-carry, t = 39, b = 77, origin = 3, dest = 1, val = 0.3257830573178312
passenger-carry, t = 39, b = 83, origin = 3, dest = 1, val = 0.2214258544974077
passenger-carry, t = 39, b = 87, origin = 2, dest = 1, val = 0.13269361952449155
passenger-carry, t = 39, b = 91, origin = 3, dest = 1, val = 0.26998006891323806
passenger-carry, t = 39, b = 97, origin = 2, dest = 1, val = 0.12645125046530759
passenger-carry, t = 39, b = 99, origin = 3, dest = 1, val = 0.16357103711409504
passenger-carry, t = 39, b = 107, origin = 2, dest = 1, val = 0.20116208936004698
passenger-carry, t = 39, b = 123, origin = 2, dest = 1, val = 0.23825971688951572
passenger-carry, t = 40, b = 7, origin = 3, dest = 3, val = 0.22115156871641178
passenger-carry, t = 40, b = 35, origin = 1, dest = 1, val = 0.28252253285358575
passenger-carry, t = 40, b = 47, origin = 0, dest = 0, val = 0.17183438712816046
passenger-carry, t = 40, b = 49, origin = 1, dest = 1, val = 0.5182439519814843
passenger-carry, t = 40, b = 51, origin = 1, dest = 1, val = 0.10015535175194945
passenger-carry, t = 40, b = 55, origin = 3, dest = 1, val = 0.14458842346654333
passenger-carry, t = 40, b = 59, origin = 3, dest = 1, val = 0.13510268341183493
passenger-carry, t = 40, b = 71, origin = 0, dest = 0, val = 0.19963786003685935
passenger-carry, t = 40, b = 81, origin = 0, dest = 0, val = 0.10635049570221908
passenger-carry, t = 40, b = 81, origin = 1, dest = 0, val = 0.13269361952449155
passenger-carry, t = 40, b = 83, origin = 1, dest = 0, val = 0.26998006891323806
passenger-carry, t = 40, b = 87, origin = 1, dest = 0, val = 0.12821710392473773
passenger-carry, t = 40, b = 97, origin = 3, dest = 3, val = 0.11330042107766738
passenger-carry, t = 40, b = 105, origin = 1, dest = 0, val = 0.19820583619410428
passenger-carry, t = 40, b = 159, origin = 0, dest = 0, val = 0.11835004896124632
passenger-carry, t = 40, b = 171, origin = 3, dest = 3, val = 0.11655828915605111
passenger-carry, t = 41, b = 5, origin = 3, dest = 3, val = 0.22115156871641178
passenger-carry, t = 41, b = 41, origin = 0, dest = 0, val = 0.17183438712816046
passenger-carry, t = 41, b = 43, origin = 3, dest = 3, val = 0.13801166526849767
passenger-carry, t = 41, b = 45, origin = 3, dest = 1, val = 0.1334852199104619
passenger-carry, t = 41, b = 55, origin = 0, dest = 0, val = 0.22658800359291675
passenger-carry, t = 41, b = 57, origin = 0, dest = 0, val = 0.365765995188245
passenger-carry, t = 41, b = 61, origin = 1, dest = 0, val = 0.10867810231516661
passenger-carry, t = 41, b = 63, origin = 0, dest = 0, val = 0.19484694308986594
passenger-carry, t = 41, b = 65, origin = 0, dest = 0, val = 0.19963786003685935
passenger-carry, t = 41, b = 69, origin = 1, dest = 0, val = 0.3257830573178312
passenger-carry, t = 41, b = 75, origin = 0, dest = 0, val = 0.10635049570221908
passenger-carry, t = 41, b = 75, origin = 1, dest = 0, val = 0.2214258544974077
passenger-carry, t = 41, b = 101, origin = 1, dest = 0, val = 0.20116208936004698
passenger-carry, t = 41, b = 113, origin = 3, dest = 3, val = 0.15021912188209893
passenger-carry, t = 41, b = 169, origin = 3, dest = 1, val = 0.11655828915605111
passenger-carry, t = 42, b = 21, origin = 1, dest = 1, val = 0.1540999738989096
passenger-carry, t = 42, b = 29, origin = 1, dest = 1, val = 0.5513341740338581
passenger-carry, t = 42, b = 35, origin = 3, dest = 1, val = 0.15630438764523322
passenger-carry, t = 42, b = 41, origin = 1, dest = 1, val = 0.29456585206723235
passenger-carry, t = 42, b = 41, origin = 3, dest = 1, val = 0.13801166526849767
passenger-carry, t = 42, b = 47, origin = 1, dest = 3, val = 0.6628323754480276
passenger-carry, t = 42, b = 49, origin = 1, dest = 3, val = 0.10015535175194945
passenger-carry, t = 42, b = 51, origin = 0, dest = 0, val = 0.365765995188245
passenger-carry, t = 42, b = 57, origin = 0, dest = 0, val = 0.19484694308986594
passenger-carry, t = 42, b = 59, origin = 0, dest = 0, val = 0.19963786003685935
passenger-carry, t = 42, b = 85, origin = 3, dest = 1, val = 0.27846117518620583
passenger-carry, t = 42, b = 91, origin = 3, dest = 1, val = 0.16601158259683843
passenger-carry, t = 42, b = 95, origin = 3, dest = 1, val = 0.11330042107766738
passenger-carry, t = 42, b = 111, origin = 3, dest = 1, val = 0.15021912188209893
passenger-carry, t = 42, b = 153, origin = 0, dest = 0, val = 0.11835004896124632
passenger-carry, t = 43, b = 3, origin = 1, dest = 1, val = 0.2399908044298989
passenger-carry, t = 43, b = 5, origin = 1, dest = 1, val = 0.27526518593312627
passenger-carry, t = 43, b = 9, origin = 1, dest = 1, val = 0.10368534121666717
passenger-carry, t = 43, b = 19, origin = 1, dest = 1, val = 0.1540999738989096
passenger-carry, t = 43, b = 33, origin = 1, dest = 0, val = 0.3133282493749603
passenger-carry, t = 43, b = 37, origin = 1, dest = 0, val = 0.1334852199104619
passenger-carry, t = 43, b = 39, origin = 1, dest = 0, val = 0.29456585206723235
passenger-carry, t = 43, b = 41, origin = 1, dest = 0, val = 0.12303848091243044
passenger-carry, t = 43, b = 45, origin = 1, dest = 0, val = 0.2123217703742192
passenger-carry, t = 43, b = 45, origin = 3, dest = 1, val = 0.13510268341183493
passenger-carry, t = 43, b = 49, origin = 0, dest = 0, val = 0.13269361952449155
passenger-carry, t = 43, b = 53, origin = 0, dest = 0, val = 0.19963786003685935
passenger-carry, t = 43, b = 71, origin = 1, dest = 0, val = 0.20857035984797756
passenger-carry, t = 43, b = 73, origin = 1, dest = 0, val = 0.11730952346914039
passenger-carry, t = 43, b = 77, origin = 1, dest = 0, val = 0.27846117518620583
passenger-carry, t = 43, b = 83, origin = 1, dest = 0, val = 0.16601158259683843
passenger-carry, t = 43, b = 87, origin = 1, dest = 0, val = 0.11330042107766738
passenger-carry, t = 43, b = 103, origin = 1, dest = 1, val = 0.15021912188209893
passenger-carry, t = 44, b = 7, origin = 1, dest = 1, val = 0.10368534121666717
passenger-carry, t = 44, b = 17, origin = 1, dest = 1, val = 0.1540999738989096
passenger-carry, t = 44, b = 17, origin = 2, dest = 2, val = 0.4750855902338039
passenger-carry, t = 44, b = 21, origin = 2, dest = 1, val = 0.8465064672608883
passenger-carry, t = 44, b = 23, origin = 2, dest = 1, val = 0.16068988771766762
passenger-carry, t = 44, b = 29, origin = 0, dest = 0, val = 0.10867810231516661
passenger-carry, t = 44, b = 31, origin = 2, dest = 1, val = 0.19985171256130982
passenger-carry, t = 44, b = 37, origin = 2, dest = 2, val = 0.11030448285986838
passenger-carry, t = 44, b = 41, origin = 3, dest = 0, val = 0.6628323754480276
passenger-carry, t = 44, b = 43, origin = 3, dest = 0, val = 0.10015535175194945
passenger-carry, t = 44, b = 45, origin = 2, dest = 1, val = 0.10705128869845984
passenger-carry, t = 44, b = 53, origin = 2, dest = 1, val = 0.4068022460241964
passenger-carry, t = 44, b = 61, origin = 1, dest = 0, val = 0.14743896297176595
passenger-carry, t = 44, b = 111, origin = 2, dest = 2, val = 0.18324248403316848
passenger-carry, t = 45, b = 15, origin = 1, dest = 1, val = 0.23467184448458278
passenger-carry, t = 45, b = 15, origin = 2, dest = 2, val = 0.4750855902338039
passenger-carry, t = 45, b = 25, origin = 1, dest = 1, val = 0.19985171256130982
passenger-carry, t = 45, b = 35, origin = 0, dest = 0, val = 0.17183438712816046
passenger-carry, t = 45, b = 35, origin = 2, dest = 2, val = 0.11030448285986838
passenger-carry, t = 45, b = 37, origin = 1, dest = 1, val = 0.13510268341183493
passenger-carry, t = 45, b = 45, origin = 1, dest = 1, val = 0.17589176391210806
passenger-carry, t = 45, b = 47, origin = 1, dest = 0, val = 0.4068022460241964
passenger-carry, t = 45, b = 101, origin = 1, dest = 1, val = 0.15021912188209893
passenger-carry, t = 45, b = 109, origin = 2, dest = 2, val = 0.18324248403316848
passenger-carry, t = 46, b = 5, origin = 1, dest = 1, val = 0.10368534121666717
passenger-carry, t = 46, b = 7, origin = 0, dest = 0, val = 0.29456585206723235
passenger-carry, t = 46, b = 9, origin = 3, dest = 1, val = 0.7659345966752151
passenger-carry, t = 46, b = 11, origin = 3, dest = 1, val = 0.16068988771766762
passenger-carry, t = 46, b = 13, origin = 0, dest = 0, val = 0.2123217703742192
passenger-carry, t = 46, b = 13, origin = 1, dest = 2, val = 0.46125984807749953
passenger-carry, t = 46, b = 13, origin = 2, dest = 1, val = 0.4750855902338039
passenger-carry, t = 46, b = 23, origin = 0, dest = 0, val = 0.10867810231516661
passenger-carry, t = 46, b = 23, origin = 1, dest = 2, val = 0.19985171256130982
passenger-carry, t = 46, b = 29, origin = 0, dest = 0, val = 0.17183438712816046
passenger-carry, t = 46, b = 31, origin = 2, dest = 1, val = 0.10635049570221908
passenger-carry, t = 46, b = 33, origin = 2, dest = 1, val = 0.11030448285986838
passenger-carry, t = 46, b = 35, origin = 1, dest = 0, val = 0.13510268341183493
passenger-carry, t = 46, b = 39, origin = 0, dest = 2, val = 0.20857035984797756
passenger-carry, t = 46, b = 41, origin = 0, dest = 2, val = 0.11730952346914039
passenger-carry, t = 46, b = 43, origin = 1, dest = 2, val = 0.17589176391210806
passenger-carry, t = 46, b = 45, origin = 0, dest = 0, val = 0.27846117518620583
passenger-carry, t = 46, b = 51, origin = 0, dest = 0, val = 0.16601158259683843
passenger-carry, t = 46, b = 107, origin = 2, dest = 1, val = 0.18324248403316848
passenger-carry, t = 47, b = 3, origin = 1, dest = 1, val = 0.37895052714979344
passenger-carry, t = 47, b = 7, origin = 0, dest = 0, val = 0.2123217703742192
passenger-carry, t = 47, b = 9, origin = 0, dest = 0, val = 0.20577935117044135
passenger-carry, t = 47, b = 9, origin = 3, dest = 1, val = 0.464827012003104
passenger-carry, t = 47, b = 13, origin = 3, dest = 1, val = 0.12821710392473773
passenger-carry, t = 47, b = 17, origin = 0, dest = 0, val = 0.10867810231516661
passenger-carry, t = 47, b = 23, origin = 0, dest = 0, val = 0.17183438712816046
passenger-carry, t = 47, b = 25, origin = 1, dest = 1, val = 0.10635049570221908
passenger-carry, t = 47, b = 29, origin = 0, dest = 0, val = 0.14743896297176595
passenger-carry, t = 47, b = 31, origin = 3, dest = 1, val = 0.19820583619410428
passenger-carry, t = 47, b = 33, origin = 3, dest = 1, val = 0.10705128869845984
passenger-carry, t = 47, b = 39, origin = 0, dest = 2, val = 0.27846117518620583
passenger-carry, t = 47, b = 45, origin = 0, dest = 2, val = 0.16601158259683843
passenger-carry, t = 47, b = 55, origin = 0, dest = 2, val = 0.11330042107766738
passenger-carry, t = 47, b = 121, origin = 0, dest = 0, val = 0.11655828915605111
passenger-carry, t = 48, b = 7, origin = 2, dest = 1, val = 0.46125984807749953
passenger-carry, t = 48, b = 17, origin = 2, dest = 1, val = 0.19985171256130982
passenger-carry, t = 48, b = 37, origin = 2, dest = 1, val = 0.17589176391210806
passenger-carry, t = 48, b = 101, origin = 1, dest = 1, val = 0.18324248403316848
passenger-carry, t = 49, b = 11, origin = 1, dest = 1, val = 0.19985171256130982
passenger-carry, t = 49, b = 151, origin = 1, dest = 1, val = 0.3019645214700858
passenger-carry, t = 49, b = 155, origin = 3, dest = 1, val = 0.29953708955330294
passenger-carry, t = 49, b = 173, origin = 1, dest = 1, val = 0.10635049570221908
passenger-carry, t = 50, b = 9, origin = 1, dest = 1, val = 0.19985171256130982
passenger-carry, t = 50, b = 25, origin = 1, dest = 1, val = 0.10705128869845984
passenger-carry, t = 50, b = 105, origin = 3, dest = 1, val = 0.11835004896124632
passenger-carry, t = 50, b = 147, origin = 1, dest = 1, val = 0.29953708955330294
passenger-carry, t = 50, b = 149, origin = 1, dest = 1, val = 0.3019645214700858
passenger-carry, t = 50, b = 151, origin = 1, dest = 1, val = 0.31492851724009663
passenger-carry, t = 50, b = 153, origin = 0, dest = 0, val = 0.13510268341183493
passenger-carry, t = 50, b = 155, origin = 1, dest = 1, val = 0.12821710392473773
passenger-carry, t = 50, b = 171, origin = 1, dest = 1, val = 0.10635049570221908
passenger-carry, t = 50, b = 177, origin = 1, dest = 0, val = 0.11030448285986838
passenger-carry, t = 50, b = 249, origin = 1, dest = 1, val = 0.18324248403316848
passenger-carry, t = 50, b = 263, origin = 0, dest = 0, val = 0.7489502177042449
passenger-carry, t = 50, b = 263, origin = 1, dest = 0, val = 0.8896955171401316
